x,y,z,image_path,label
157.43024,-88.43932,44.62126,./assets/diamond_images/web_scraped/princess/2120593.jpg,princess
146.66817,-84.855865,-11.883482,./assets/diamond_images/web_scraped/princess/2117370.jpg,princess
143.80922,-86.92345,20.519655,./assets/diamond_images/web_scraped/princess/2101212.jpg,princess
150.65276,-71.38669,-21.038164,./assets/diamond_images/web_scraped/princess/2075984.jpg,princess
150.69577,-86.12233,-26.812132,./assets/diamond_images/web_scraped/princess/2116169.jpg,princess
160.6353,-86.79488,10.211934,./assets/diamond_images/web_scraped/princess/221166-37.jpg,princess
146.08815,-92.49085,-3.2706277,./assets/diamond_images/web_scraped/princess/2090881.jpg,princess
153.85892,-66.375275,18.943344,./assets/diamond_images/web_scraped/princess/2129339.jpg,princess
146.62958,-76.83932,-8.388531,./assets/diamond_images/web_scraped/princess/2075298.jpg,princess
144.00085,-51.20394,-7.8720922,./assets/diamond_images/web_scraped/princess/2096538.jpg,princess
135.87341,-98.8468,-11.281192,./assets/diamond_images/web_scraped/princess/2078750.jpg,princess
145.29219,-54.429157,-14.669275,./assets/diamond_images/web_scraped/princess/2113207.jpg,princess
156.9537,-68.92094,40.249676,./assets/diamond_images/web_scraped/princess/2037442.jpg,princess
117.794685,-45.664825,19.09463,./assets/diamond_images/web_scraped/princess/111000-7325.jpg,princess
143.5288,-96.01626,6.7917304,./assets/diamond_images/web_scraped/princess/2013443.jpg,princess
144.42754,-78.92481,-32.58062,./assets/diamond_images/web_scraped/princess/220261-43.jpg,princess
153.4756,-75.29311,-14.311317,./assets/diamond_images/web_scraped/princess/221175-96.jpg,princess
156.2028,-90.536476,9.644979,./assets/diamond_images/web_scraped/princess/2051290.jpg,princess
158.2148,-84.72474,-18.623392,./assets/diamond_images/web_scraped/princess/220659-91.jpg,princess
144.22873,-84.01023,-20.886887,./assets/diamond_images/web_scraped/princess/222151-915.jpg,princess
150.72295,-79.21455,13.248004,./assets/diamond_images/web_scraped/princess/220543-246.jpg,princess
175.8074,-86.73928,45.189556,./assets/diamond_images/web_scraped/princess/2083052.jpg,princess
149.3382,-71.528076,29.429049,./assets/diamond_images/web_scraped/princess/220390-22.jpg,princess
158.5093,-78.58926,16.43937,./assets/diamond_images/web_scraped/princess/2111935.jpg,princess
148.59439,-75.10829,13.31875,./assets/diamond_images/web_scraped/princess/2054710.jpg,princess
124.459274,-74.00549,-25.199085,./assets/diamond_images/web_scraped/princess/2105532.jpg,princess
153.472,-82.77835,8.514522,./assets/diamond_images/web_scraped/princess/2118530.jpg,princess
158.76155,-69.29936,31.575403,./assets/diamond_images/web_scraped/princess/2129324.jpg,princess
152.26288,-56.951153,1.8910258,./assets/diamond_images/web_scraped/princess/2116226.jpg,princess
144.29779,-70.93624,18.567362,./assets/diamond_images/web_scraped/princess/2080014.jpg,princess
141.21516,-76.65821,16.060078,./assets/diamond_images/web_scraped/princess/2133414.jpg,princess
152.11285,-74.60027,-6.629239,./assets/diamond_images/web_scraped/princess/220493-50.jpg,princess
151.3511,-89.26738,-9.4702425,./assets/diamond_images/web_scraped/princess/2076885.jpg,princess
148.8323,-76.68925,-9.124003,./assets/diamond_images/web_scraped/princess/2038229.jpg,princess
149.41911,-75.339806,-3.8070536,./assets/diamond_images/web_scraped/princess/2047872.jpg,princess
138.55168,-61.46191,11.091252,./assets/diamond_images/web_scraped/princess/2117316.jpg,princess
127.51158,-81.38258,5.173653,./assets/diamond_images/web_scraped/princess/220344-125.jpg,princess
138.98154,-77.72866,7.350136,./assets/diamond_images/web_scraped/princess/2138647.jpg,princess
146.58809,-73.013985,26.209038,./assets/diamond_images/web_scraped/princess/2118514.jpg,princess
156.58629,-50.875458,-13.764812,./assets/diamond_images/web_scraped/princess/2049119.jpg,princess
161.38997,-61.14348,26.869741,./assets/diamond_images/web_scraped/princess/2067620.jpg,princess
156.81154,-90.44655,3.0834937,./assets/diamond_images/web_scraped/princess/2134776.jpg,princess
167.22157,-76.79912,17.333344,./assets/diamond_images/web_scraped/princess/220385-21.jpg,princess
165.07071,-69.12327,45.756004,./assets/diamond_images/web_scraped/princess/220604-312.jpg,princess
163.31267,-89.22367,14.265016,./assets/diamond_images/web_scraped/princess/2127002.jpg,princess
160.8176,-81.08524,12.65239,./assets/diamond_images/web_scraped/princess/2084078.jpg,princess
148.85901,-67.09466,-9.032869,./assets/diamond_images/web_scraped/princess/2094865.jpg,princess
142.72124,-66.169556,7.4804263,./assets/diamond_images/web_scraped/princess/2062507.jpg,princess
148.33719,-90.1311,-2.0674217,./assets/diamond_images/web_scraped/princess/2121841.jpg,princess
152.4654,-86.91615,5.6720786,./assets/diamond_images/web_scraped/princess/220582-96.jpg,princess
127.45706,-49.07551,23.403053,./assets/diamond_images/web_scraped/princess/111000-7731.jpg,princess
142.00533,-89.62619,5.161267,./assets/diamond_images/web_scraped/princess/2130330.jpg,princess
